[Simulation 1] generations = 11 | descendants = 57 | [1, 2, 5, 6, 8, 3, 9, 7, 7, 5, 3, 2, 0]
[Simulation 8070] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8071] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8072] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8073] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8074] generations = 5 | descendants = 7 | [1, 1, 2, 2, 1, 1, 0]
[Simulation 8075] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8076] generations = 43 | descendants = 405 | [1, 1, 2, 3, 1, 4, 4, 2, 5, 5, 10, 13, 14, 12, 9, 5, 11, 6, 11, 15, 13, 13, 18, 18, 15, 19, 22, 24, 13, 12, 9, 5, 3, 5, 8, 11, 6, 8, 11, 10, 12, 8, 4, 5, 0]
[Simulation 8077] generations = 5 | descendants = 12 | [1, 2, 2, 3, 4, 1, 0]
[Simulation 8078] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8079] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8080] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8081] generations = 9 | descendants = 45 | [1, 2, 1, 4, 5, 7, 12, 7, 6, 1, 0]
[Simulation 8082] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 8083] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8084] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8085] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8086] generations = 10 | descendants = 22 | [1, 2, 1, 4, 3, 1, 1, 3, 2, 1, 4, 0]
[Simulation 8087] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8088] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8089] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8090] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8091] generations = 5 | descendants = 14 | [1, 2, 7, 3, 1, 1, 0]
[Simulation 8092] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8093] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8094] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8095] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8096] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 8097] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 8098] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8099] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8100] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8101] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8102] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8103] generations = 5 | descendants = 14 | [1, 3, 2, 1, 4, 4, 0]
[Simulation 8104] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8105] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8106] generations = 4 | descendants = 10 | [1, 2, 3, 2, 3, 0]
[Simulation 8107] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 8108] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8109] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8110] generations = 3 | descendants = 6 | [1, 1, 2, 3, 0]
[Simulation 8111] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8112] generations = 5 | descendants = 15 | [1, 2, 3, 3, 6, 1, 0]
[Simulation 8113] generations = 8 | descendants = 26 | [1, 3, 3, 9, 6, 1, 2, 1, 1, 0]
[Simulation 8114] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8115] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8116] generations = 3 | descendants = 6 | [1, 1, 2, 3, 0]
[Simulation 8117] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8118] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8119] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8120] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8121] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8122] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8123] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8124] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8125] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8126] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8127] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8128] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8129] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8130] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8131] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8132] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8133] generations = 4 | descendants = 13 | [1, 3, 5, 1, 4, 0]
[Simulation 8134] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8135] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8136] generations = 4 | descendants = 13 | [1, 1, 2, 4, 6, 0]
[Simulation 8137] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8138] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 8139] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8140] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8141] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8142] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8143] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8144] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8145] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8146] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8147] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8148] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8149] generations = 2 | descendants = 3 | [1, 1, 2, 0]
[Simulation 8150] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8151] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8152] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 8153] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8154] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8155] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8156] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8157] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8158] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8159] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8160] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8161] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8162] generations = 7 | descendants = 32 | [1, 2, 4, 8, 5, 5, 6, 2, 0]
[Simulation 8163] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8164] generations = 23 | descendants = 216 | [1, 3, 7, 6, 3, 4, 5, 7, 8, 8, 8, 16, 21, 25, 16, 12, 9, 15, 10, 5, 12, 9, 5, 2, 0]
[Simulation 8165] generations = 12 | descendants = 33 | [1, 2, 2, 1, 2, 5, 5, 3, 4, 4, 3, 1, 1, 0]
[Simulation 8166] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8167] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8168] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8169] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8170] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8171] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8172] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 8173] generations = 10 | descendants = 67 | [1, 2, 4, 12, 12, 7, 10, 9, 5, 3, 3, 0]
[Simulation 8174] generations = 7 | descendants = 18 | [1, 2, 3, 6, 4, 1, 1, 1, 0]
[Simulation 8175] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8176] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8177] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8178] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8179] generations = 4 | descendants = 10 | [1, 2, 3, 2, 3, 0]
[Simulation 8180] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8181] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8182] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 8183] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8184] generations = 16 | descendants = 42 | [1, 1, 2, 2, 1, 3, 4, 2, 4, 6, 8, 2, 1, 1, 2, 1, 2, 0]
[Simulation 8185] generations = 28 | descendants = 212 | [1, 1, 3, 7, 4, 7, 9, 12, 9, 12, 14, 16, 12, 13, 14, 12, 4, 1, 2, 8, 9, 6, 5, 2, 7, 8, 4, 6, 5, 0]
[Simulation 8186] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8187] generations = 9 | descendants = 32 | [1, 4, 3, 6, 4, 2, 3, 4, 5, 1, 0]
[Simulation 8188] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8189] generations = 4 | descendants = 10 | [1, 3, 4, 1, 2, 0]
[Simulation 8190] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8191] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8192] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8193] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8194] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8195] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8196] generations = 2 | descendants = 7 | [1, 3, 4, 0]
[Simulation 8197] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 8198] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8199] generations = 2 | descendants = 6 | [1, 4, 2, 0]
[Simulation 8200] generations = 6 | descendants = 15 | [1, 2, 5, 2, 4, 1, 1, 0]
[Simulation 8201] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8202] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8203] generations = 5 | descendants = 9 | [1, 1, 1, 2, 4, 1, 0]
[Simulation 8204] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8205] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8206] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8207] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8208] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8209] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8210] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8211] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8212] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8213] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8214] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8215] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8216] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8217] generations = 7 | descendants = 20 | [1, 1, 1, 4, 3, 3, 6, 2, 0]
[Simulation 8218] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8219] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8220] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8221] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8222] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 8223] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8224] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8225] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8226] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8227] generations = 4 | descendants = 13 | [1, 3, 5, 4, 1, 0]
[Simulation 8228] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8229] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8230] generations = 2 | descendants = 3 | [1, 1, 2, 0]
[Simulation 8231] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8232] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8233] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8234] generations = 3 | descendants = 6 | [1, 2, 3, 1, 0]
[Simulation 8235] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8236] generations = 4 | descendants = 7 | [1, 1, 1, 4, 1, 0]
[Simulation 8237] generations = 3 | descendants = 6 | [1, 1, 2, 3, 0]
[Simulation 8238] generations = 3 | descendants = 6 | [1, 4, 1, 1, 0]
[Simulation 8239] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8240] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8241] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8242] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8243] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8244] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8245] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8246] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8247] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8248] generations = 5 | descendants = 12 | [1, 2, 5, 3, 1, 1, 0]
[Simulation 8249] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 8250] generations = 11 | descendants = 57 | [1, 1, 3, 5, 5, 5, 6, 10, 5, 6, 7, 4, 0]
[Simulation 8251] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8252] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8253] generations = 10 | descendants = 59 | [1, 2, 2, 6, 6, 6, 10, 10, 7, 5, 5, 0]
[Simulation 8254] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8255] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8256] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8257] generations = 3 | descendants = 5 | [1, 1, 3, 1, 0]
[Simulation 8258] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8259] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8260] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8261] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8262] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8263] generations = 32 | descendants = 441 | [1, 2, 1, 2, 5, 10, 7, 12, 18, 17, 17, 22, 20, 13, 20, 20, 27, 22, 29, 33, 29, 21, 20, 14, 13, 13, 7, 7, 9, 4, 4, 2, 1, 0]
[Simulation 8264] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8265] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8266] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 8267] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8268] generations = 4 | descendants = 7 | [1, 2, 3, 1, 1, 0]
[Simulation 8269] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8270] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8271] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8272] generations = 5 | descendants = 16 | [1, 1, 4, 6, 3, 2, 0]
[Simulation 8273] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8274] generations = 11 | descendants = 33 | [1, 3, 2, 4, 3, 3, 4, 4, 3, 1, 3, 3, 0]
[Simulation 8275] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8276] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8277] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8278] generations = 5 | descendants = 13 | [1, 1, 3, 4, 2, 3, 0]
[Simulation 8279] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 8280] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8281] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8282] generations = 2 | descendants = 5 | [1, 1, 4, 0]
[Simulation 8283] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8284] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8285] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8286] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8287] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8288] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8289] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8290] generations = 6 | descendants = 14 | [1, 2, 3, 1, 1, 4, 3, 0]
[Simulation 8291] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8292] generations = 1 | descendants = 4 | [1, 4, 0]
[Simulation 8293] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8294] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8295] generations = 5 | descendants = 17 | [1, 4, 5, 2, 4, 2, 0]
[Simulation 8296] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8297] generations = 4 | descendants = 19 | [1, 4, 8, 5, 2, 0]
[Simulation 8298] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8299] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8300] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8301] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8302] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8303] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 8304] generations = 15 | descendants = 63 | [1, 4, 4, 5, 5, 8, 9, 8, 6, 1, 2, 2, 1, 1, 4, 3, 0]
[Simulation 8305] generations = 2 | descendants = 6 | [1, 2, 4, 0]
[Simulation 8306] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8307] generations = 12 | descendants = 26 | [1, 1, 1, 1, 2, 2, 4, 1, 2, 1, 2, 3, 6, 0]
[Simulation 8308] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8309] generations = 11 | descendants = 70 | [1, 4, 4, 11, 12, 7, 4, 2, 6, 8, 8, 4, 0]
[Simulation 8310] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8311] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8312] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8313] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8314] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8315] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8316] generations = 3 | descendants = 6 | [1, 2, 2, 2, 0]
[Simulation 8317] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8318] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8319] generations = 3 | descendants = 14 | [1, 4, 5, 5, 0]
[Simulation 8320] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8321] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8322] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8323] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8324] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8325] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8326] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8327] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8328] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8329] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8330] generations = 53 | descendants = 465 | [1, 3, 5, 6, 5, 6, 6, 8, 5, 7, 11, 9, 15, 12, 12, 15, 8, 5, 10, 9, 12, 13, 15, 9, 10, 7, 8, 10, 10, 10, 9, 7, 10, 9, 6, 7, 13, 8, 22, 24, 17, 7, 5, 4, 4, 4, 4, 7, 10, 7, 7, 5, 5, 3, 0]
[Simulation 8331] generations = 9 | descendants = 27 | [1, 4, 4, 2, 3, 5, 3, 2, 3, 1, 0]
[Simulation 8332] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8333] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8334] generations = 8 | descendants = 11 | [1, 1, 2, 2, 2, 1, 1, 1, 1, 0]
[Simulation 8335] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8336] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8337] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8338] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8339] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8340] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 8341] generations = 2 | descendants = 4 | [1, 1, 3, 0]
[Simulation 8342] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8343] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8344] generations = 2 | descendants = 4 | [1, 1, 3, 0]
[Simulation 8345] generations = 10 | descendants = 35 | [1, 2, 4, 3, 5, 5, 4, 5, 5, 1, 1, 0]
[Simulation 8346] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8347] generations = 2 | descendants = 5 | [1, 2, 3, 0]
[Simulation 8348] generations = 9 | descendants = 28 | [1, 1, 1, 1, 3, 5, 5, 2, 5, 5, 0]
[Simulation 8349] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8350] generations = 7 | descendants = 29 | [1, 4, 6, 10, 5, 1, 2, 1, 0]
[Simulation 8351] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8352] generations = 20 | descendants = 119 | [1, 4, 1, 3, 5, 5, 7, 5, 4, 9, 11, 8, 9, 11, 12, 14, 4, 1, 1, 4, 1, 0]
[Simulation 8353] generations = 8 | descendants = 22 | [1, 2, 4, 2, 2, 5, 4, 1, 2, 0]
[Simulation 8354] generations = 5 | descendants = 14 | [1, 1, 3, 3, 3, 4, 0]
[Simulation 8355] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8356] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8357] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8358] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8359] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8360] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 8361] generations = 13 | descendants = 60 | [1, 4, 6, 9, 11, 7, 4, 1, 1, 4, 4, 3, 3, 3, 0]
[Simulation 8362] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8363] generations = 3 | descendants = 7 | [1, 4, 2, 1, 0]
[Simulation 8364] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8365] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8366] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8367] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8368] generations = 1 | descendants = 1 | [1, 1, 0]
